317.0,15816
317.0,162370
317.0,18868
317.0,19018
317.0,19685
317.0,19835
317.0,21105
317.0,2254
317.0,25558
317.0,263993
317.0,26901
317.0,27345
317.0,2875
317.0,3076
317.0,31692
317.0,3185
317.0,33166
317.0,34266
317.0,35928
317.0,36604
317.0,3688
317.0,3719
317.0,38760
317.0,38972
317.0,40161
317.0,40508
317.0,4081
317.0,4390
317.0,4438
317.05,11100
317.05,11200
317.05,12512
317.05,14023
317.05,15444
317.05,16010
317.05,18256
317.05,18957
317.05,20668
317.05,22624
317.05,23594
317.05,24274
317.05,25487
317.05,25982
317.0,5265
317.05,30941
317.0,53186
317.05,33922
317.05,37170
317.0,5441
317.05,45944
317.05,49815
317.05,53896
317.05,54804
317.05,5516
317.0,5565
317.0,5570
317.05,5875
317.05,62628
317.0,5653
317.05,70018
317.05,7500
317.05,7813
317.05,7856
317.05,7887
317.0,5847
317.0,5873
317.05,9133
317.05,9421
317.0,59534
317.05,96907
317.0,6138
317.0,6417
317.0,7075
317.0,7377
317.0,7496
317.0,7536
317.0,7730
317.0,7936
317.0,8075
317.0,8198
317.0,8365
317.0,83741
317.0,8818
317.0,8853
317.0,9167
317.0,9503
317.0,9861
317.1,10751
317.1,14794
317.1,23222
317.1,26294
317.1,2670
317.1,28054
317.1,30107
317.1,35918
317.1,3854
317.1,4101
317.1,49878
317.15,10000
317.15,2619
317.15,48144
317.15,4876
317.15,5407343
317.15,8294
317.1,66781
317.1,6977
317.1,7181
317.1,7247
317.1,7534
317.1,8511
317.2,102434
317.2,115984
317.2,16701
317.2,24152
317.2,28941
317.2,33972
317.2,38480
317.2,44826
317.2,47102
317.25,13276
317.2,55637
317.25,62397
317.25,93617
317.2,7145
317.3,130001
317.3,4486
317.35,13281
317.35,4525
317.3,7514
317.4,10768
317.4,15880
317.4,16055
317.4,16120
317.4,17093
317.4,19046
317.4,19431
317.4,19626
317.4,19798
317.4,24196
317.4,24449
317.4,24571
317.4,28209
317.4,30702
317.4,31659
317.4,31660
317.4,33877
317.4,35887
317.4,40339
317.4,41177
317.45,114267
317.45,12663
317.45,13778
317.45,16744
317.45,17489
317.45,18972
317.45,19738
317.45,21492
317.45,22483
317.45,32318
317.45,48256
317.45,55239
317.45,627237
317.4,6648
317.4,6736
317.4,68055
317.4,9954
317.5,109199
317.5,12678
317.5,13818
317.5,16377
317.5,18962
317.5,19957
317.5,20421
317.5,23257
317.5,27138
317.5,28556
317.5,32380
317.55,10035
317.55,131154
317.55,19362
317.55,20198
317.55,22500
317.5,58491
317.5,61426
317.5,66246
317.5,68667
317.5,8849
317.6,23259
317.65,10150
317.65,32652
317.65,46504
317.65,7640
317.6,6601
317.7,10306
317.7,13042
317.7,27027
317.75,15405
317.75,26894
317.7,54984
317.75,67833
317.7,6436
317.7,8197
